trade_date,setup_type,trade_hour,trades,wins,losses,winrate,profit,roi,profit_factor
2026-06-12,extreme_reversion,14,31,10,21,32.26,-12.48,-40.26,0.41
2026-06-12,extreme_reversion,15,25,12,13,48.0,-2.79,-11.16,0.79
2026-06-12,extreme_reversion,17,3,1,2,33.33,-1.15,-38.33,0.43
2026-06-12,extreme_reversion,19,5,4,1,80.0,2.41,48.2,3.41
2026-06-12,extreme_reversion,20,9,7,2,77.78,3.99,44.33,3.0
2026-06-12,extreme_reversion,21,5,3,2,60.0,1.58,31.6,2.58
2026-06-12,extreme_reversion,22,2,2,0,100.0,1.72,86.0,0.0
2026-06-13,balanced_rebound,1,8,4,4,50.0,-0.56,-7.0,0.86
2026-06-13,balanced_rebound,2,8,4,4,50.0,-0.6,-7.5,0.85
2026-06-13,balanced_rebound,3,4,3,1,75.0,1.58,39.5,2.58
2026-06-13,balanced_rebound,4,6,4,2,66.67,1.44,24.0,1.72
2026-06-13,balanced_rebound,6,12,10,2,83.33,6.6,55.0,4.3
2026-06-13,balanced_rebound,10,7,3,4,42.86,-1.42,-20.29,0.65
2026-06-13,balanced_rebound,11,6,4,2,66.67,1.47,24.5,1.74
2026-06-13,balanced_rebound,13,5,5,0,100.0,4.35,87.0,0.0
2026-06-13,balanced_rebound,17,1,0,1,0.0,-1.0,-100.0,0.0
2026-06-13,balanced_rebound,18,4,0,4,0.0,-4.0,-100.0,0.0
2026-06-13,balanced_rebound,20,2,2,0,100.0,1.74,87.0,0.0
2026-06-13,balanced_rebound,22,5,2,3,40.0,-1.26,-25.2,0.58
2026-06-13,balanced_rebound,23,3,2,1,66.67,0.74,24.67,1.74
2026-06-13,extreme_reversion,0,6,4,2,66.67,1.4,23.33,1.7
2026-06-13,extreme_reversion,3,10,5,5,50.0,-0.7,-7.0,0.86
2026-06-13,extreme_reversion,4,2,2,0,100.0,1.72,86.0,0.0
2026-06-13,extreme_reversion,10,13,6,7,46.15,-1.88,-14.46,0.73
2026-06-13,extreme_reversion,11,6,6,0,100.0,5.16,86.0,0.0
2026-06-13,extreme_reversion,13,11,3,8,27.27,-5.39,-49.0,0.33
2026-06-13,extreme_reversion,14,2,2,0,100.0,1.74,87.0,0.0
2026-06-13,extreme_reversion,15,5,5,0,100.0,4.35,87.0,0.0
2026-06-13,extreme_reversion,17,2,1,1,50.0,-0.13,-6.5,0.87
2026-06-13,extreme_reversion,18,2,2,0,100.0,1.74,87.0,0.0
2026-06-13,extreme_reversion,20,8,5,3,62.5,1.35,16.88,1.45
2026-06-13,extreme_reversion,21,22,10,12,45.45,-2.3,-10.45,0.79
2026-06-13,extreme_reversion,22,18,8,10,44.44,-3.04,-16.89,0.7
2026-06-13,extreme_reversion,23,6,1,5,16.67,-4.13,-68.83,0.17
2026-06-14,balanced_rebound,0,6,3,3,50.0,-0.39,-6.5,0.87
2026-06-14,balanced_rebound,1,7,3,4,42.86,-1.39,-19.86,0.65
2026-06-14,balanced_rebound,2,6,2,4,33.33,-2.26,-37.67,0.44
2026-06-14,balanced_rebound,3,3,3,0,100.0,2.61,87.0,0.0
2026-06-14,balanced_rebound,4,13,1,12,7.69,-11.13,-85.62,0.07
2026-06-14,balanced_rebound,5,4,0,4,0.0,-4.0,-100.0,0.0
2026-06-14,balanced_rebound,6,8,1,7,12.5,-6.13,-76.62,0.12
2026-06-14,balanced_rebound,7,6,2,4,33.33,-2.26,-37.67,0.44
2026-06-14,balanced_rebound,9,6,6,0,100.0,5.22,87.0,0.0
2026-06-14,balanced_rebound,11,3,1,2,33.33,-1.13,-37.67,0.44
2026-06-14,balanced_rebound,12,5,0,5,0.0,-5.0,-100.0,0.0
2026-06-14,balanced_rebound,13,3,1,2,33.33,-1.13,-37.67,0.44
2026-06-14,balanced_rebound,14,7,0,7,0.0,-7.0,-100.0,0.0
2026-06-14,balanced_rebound,15,2,2,0,100.0,1.74,87.0,0.0
2026-06-14,balanced_rebound,16,2,1,1,50.0,-0.13,-6.5,0.87
2026-06-14,balanced_rebound,17,1,1,0,100.0,0.85,85.0,0.0
2026-06-14,extreme_reversion,0,14,9,5,64.29,2.83,20.21,1.57
2026-06-14,extreme_reversion,1,6,1,5,16.67,-4.13,-68.83,0.17
2026-06-14,extreme_reversion,2,15,9,6,60.0,1.83,12.2,1.31
2026-06-14,extreme_reversion,3,3,3,0,100.0,2.61,87.0,0.0
2026-06-14,extreme_reversion,4,15,6,9,40.0,-3.78,-25.2,0.58
2026-06-14,extreme_reversion,6,5,0,5,0.0,-5.0,-100.0,0.0
2026-06-14,extreme_reversion,7,14,8,6,57.14,0.96,6.86,1.16
2026-06-14,extreme_reversion,8,23,13,10,56.52,1.31,5.7,1.13
2026-06-14,extreme_reversion,10,10,7,3,70.0,3.09,30.9,2.03
2026-06-14,extreme_reversion,11,6,4,2,66.67,1.48,24.67,1.74
2026-06-14,extreme_reversion,12,2,1,1,50.0,-0.13,-6.5,0.87
2026-06-14,extreme_reversion,13,3,2,1,66.67,0.74,24.67,1.74
2026-06-14,extreme_reversion,14,8,1,7,12.5,-6.13,-76.62,0.12
2026-06-14,extreme_reversion,15,4,1,3,25.0,-2.13,-53.25,0.29
2026-06-14,extreme_reversion,16,4,3,1,75.0,1.61,40.25,2.61
2026-06-14,extreme_reversion,17,14,4,10,28.57,-6.6,-47.14,0.34
2026-06-14,extreme_reversion,18,4,4,0,100.0,3.4,85.0,0.0
